# ----------------------------------------------------------------------------
#  1 / 215 Printsessa_Garmonii.fb2
# ----------------------------------------------------------------------------
 1     44.325 | Серокрылый                     | Принцесса Гармонии
 3       0.89 | Bf109                          | Авиация Эквестрии
 4      0.715 | Legion2709                     | Песнь Жизни
 5      0.471 | Legion2709                     | Я другая
 6      0.403 | Avrelia                        | Родные земли
 7      0.335 | В облаках пушистых лапки       | Город на цепи
 8      0.309 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
 9      0.299 | Powerful Darkness              | Кровь Пар Сталь
10      0.284 | Nox                            | Тяга к знаниям
11      0.276 | Золотой камень                 | Одна под безмолвным небом
12      0.234 | Isaac                          | Оттенки красного
13      0.226 | Золотой камень                 | Сборник омегаверс драбблов
14        0.2 | Alex Unknown                   | Хроники одного гвардейца
15        0.2 | Orc01                          | Спроси пустыню
16      0.199 | Аська_Видт                     | Шанс
17      0.198 | Den fon Hovers                 | Предсказание Ангросса
18      0.197 | HerbSmoker                     | Радужный анабасис
19      0.195 | Дарий                          | Власть одного
20      0.194 | Dor 3                          | Флаттершай в мэры
# ----------------------------------------------------------------------------
#  59 / 215 Odnoy_krovi.fb2
# ----------------------------------------------------------------------------
 1     31.678 | Beauty Brass                   | Одной крови
 2      0.669 | Nox                            | Тяга к знаниям
 3       0.56 | Золотой камень                 | Сборник омегаверс драбблов
 4      0.517 | Bf109                          | Авиация Эквестрии
 5        0.5 | В облаках пушистых лапки       | Город на цепи
 6      0.475 | DarkKnight                     | Солнце в рюкзаке
 7      0.468 | Violetmoon                     | Золотое солнышко
 8      0.463 | Powerful Darkness              | Кровь Пар Сталь
 9      0.457 | BlaadwinDufo                   | Девочка и Королева
10       0.44 | RusStarik                      | Добро пожаловать и до свидания
11      0.436 | Angelripper                    | Меткостиратели
12      0.433 | r4zorl1cht                     | Безотцовщина
13      0.428 | Золотой камень                 | Одна под безмолвным небом
14       0.38 | Alex Unknown                   | Хроники одного гвардейца
15       0.38 | Dim                            | Planescape сказка о леди и рыцаре
16      0.376 | T 80U                          | Эквестрия 84
17      0.374 | devkv                          | Теория хаоса
18      0.373 | nightdragone                   | Небольшая зарисовка из жизни Эквестрии
19      0.372 | Дарий                          | Война трех знамен
20      0.367 | Orc01                          | Спроси пустыню
# ----------------------------------------------------------------------------
#  60 / 215 Vtoraya_zhizn_tom_pervyy_prolog.fb2
# ----------------------------------------------------------------------------
 1     27.939 | Moonwhisper                    | Вторая жизнь том первый пролог
 2      2.805 | Moonwhisper                    | Вторая Жизнь том третий примирение с настоящим
 3      1.621 | Moonwhisper                    | Вторая жизнь том второй борьба с прошлым
 4      0.559 | Violetmoon                     | Золотое солнышко
 5      0.522 | Acco                           | Единая Эквестрия
 6      0.502 | В облаках пушистых лапки       | Город на цепи
 7      0.482 | kasket                         | ЧМ Повседневность
 8      0.479 | Powerful Darkness              | Кровь Пар Сталь
 9      0.456 | lividus                        | Сегодня они проснулись не в себе
10      0.446 | T 80U                          | Эквестрия 84
11      0.443 | PyatsotChetverty               | My little Sniper Объект 504
12      0.433 | grevtsev                       | Чужеземец
13      0.427 | Лесси Форест                   | Хроники Роя
14      0.427 | Pixel_Buster                   | Элементы дружбы
15      0.423 | BlaadwinDufo                   | Девочка и Королева
16      0.411 | Avrelia                        | Родные земли
17      0.407 | Лайри Гепард                   | Восход Луны
18      0.406 | RusStarik                      | Добро пожаловать и до свидания
19      0.403 | Furry                          | Магистика
20      0.398 | Хризолит                       | Тень и ночь
# ----------------------------------------------------------------------------
#  61 / 215 Khroniki_Postapokalipsa_Inomir_e.fb2
# ----------------------------------------------------------------------------
 1      34.49 | Faktor93                       | Хроники Постапокалипса Иномирье
 2      2.571 | Faktor93                       | Chronicles Postapocalypse Equestria
 3      2.488 | Faktor93                       | Chronicles Postapocalypse Secrets of Equestria
 4       0.46 | Mister Karter                  | Пересечение миров
 5      0.386 | Хеллфайр Файр                  | Fallout Equestria Виват Литтлпип
 6      0.339 | Isaac                          | Оттенки красного
 7      0.326 | DarkKnight                     | Солнце в рюкзаке
 8      0.326 | T 80U                          | Эквестрия 84
 9       0.32 | grevtsev                       | Чужеземец
10      0.309 | MaitreSerge                    | Окно в Эквестрию
11      0.283 | Avrelia                        | Родные земли
12      0.277 | Золотой камень                 | Сборник омегаверс драбблов
13      0.276 | Bf109                          | Авиация Эквестрии
14      0.269 | KleVeR                         | Киберпони
15      0.269 | ГневныйТаракан                 | Fallout Equestria Под светом солнца
16      0.263 | Legion2709                     | Ласковый дождь
17      0.247 | Orc01                          | Спроси пустыню
18      0.237 | BlaadwinDufo                   | Девочка и Королева
19      0.235 | PyatsotChetverty               | My little Sniper Объект 504
20      0.233 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
# ----------------------------------------------------------------------------
#  62 / 215 Pervoprokhodets.fb2
# ----------------------------------------------------------------------------
 1     28.575 | Ergobor                        | Первопроходец
 2      0.688 | shadowiq                       | Новое начало
 3      0.666 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
 4      0.656 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
 5      0.639 | В облаках пушистых лапки       | Город на цепи
 6      0.578 | Золотой камень                 | Сборник омегаверс драбблов
 7      0.552 | Deus ex Delirium               | Последний древний
 8      0.535 | grevtsev                       | Чужеземец
 9      0.525 | FudzySparkle                   | Посланник в Эквестрии
10      0.524 | Angelripper                    | Меткостиратели
11      0.508 | Fracture                       | Стражи Эквестрии 1 Эпизод V Конец Цикла
12      0.506 | T 80U                          | Эквестрия 84
13      0.493 | Чайн                           | Fallout Equestria Один на миллион Вот идёт грифон
14      0.485 | kasket                         | ЧМ Повседневность
15      0.475 | lividus                        | Сегодня они проснулись не в себе
16      0.444 | HerbSmoker                     | Радужный анабасис
17      0.438 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
18      0.428 | Золотой камень                 | Одна под безмолвным небом
19      0.427 | kasket                         | Чужая магия
20      0.424 | Legion2709                     | Рождение спасительницы
# ----------------------------------------------------------------------------
#  63 / 215 Fallout_Equestria_Dokument_T_600_.fb2
# ----------------------------------------------------------------------------
 1     42.373 | Cristal_Hard                   | Fallout Equestria Документ Т 600
 2      0.618 | Pixel_Buster                   | Элементы дружбы
 3      0.506 | Mihaello                       | FoE Ответ
 4      0.413 | Dozornui                       | FO E Схватка в Разломе
 5       0.41 | Drakon_ST_                     | Дракон из паралельного мира
 6      0.406 | Hamuro                         | История сталкера в Fo E История I
 7      0.344 | PyatsotChetverty               | My little Sniper Объект 504
 8      0.321 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
 9      0.318 | Isaac                          | Оттенки красного
10      0.293 | Furry                          | Магистика
11      0.281 | В облаках пушистых лапки       | Город на цепи
12      0.262 | FudzySparkle                   | Посланник в Эквестрии
13      0.246 | Золотой камень                 | В две нитки
14      0.241 | Хеллфайр Файр                  | Fallout Equestria Виват Литтлпип
15      0.237 | viperserj                      | Игра без счета
16      0.227 | sasha4                         | Темная и Белая жизнь Пробуждение силы
17      0.223 | shadow478                      | Лицо под маской
18      0.219 | Пчёланчик                      | Дикие
19      0.209 | Дарий                          | Война трех знамен
20      0.206 | Miku                           | Иная Эквестрия Чёрное и белое
# ----------------------------------------------------------------------------
#  64 / 215 FO_E_Skhvatka_v_Razlome.fb2
# ----------------------------------------------------------------------------
 1     46.168 | Dozornui                       | FO E Схватка в Разломе
 2      0.353 | В облаках пушистых лапки       | Fallout Equestria Soldiers Of The Dark Ages
 3      0.351 | Isaac                          | Оттенки красного
 4      0.312 | Dozornui                       | Траектория падения
 5      0.306 | viperserj                      | Игра без счета
 6      0.248 | Drakon_ST_                     | Дракон из паралельного мира
 7      0.248 | В облаках пушистых лапки       | Город на цепи
 8      0.224 | ГневныйТаракан                 | Fallout Equestria Под светом солнца
 9      0.224 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
10      0.219 | Powerful Darkness              | Кровь Пар Сталь
11      0.194 | Лесси Форест                   | Хроники Роя
12      0.173 | Т 90А                          | Призраки иного мира
13      0.165 | defklo                         | Fallout Equestria Frozen Shores
14      0.162 | dkarm                          | Торговый дом Зелёная миля
15      0.161 | Holdys                         | Странник
16      0.153 | Anonymous                      | Fallout Long Road to Home
17      0.152 | Хеллфайр Файр                  | Fallout Equestria Виват Литтлпип
18      0.147 | Mister Karter                  | Пересечение миров
19      0.146 | pEqAkToP                       | Fallout Equestria Time Turner
20      0.146 | dzhaur                         | Гнет Судеб
# ----------------------------------------------------------------------------
#  65 / 215 Kol_tso.fb2
# ----------------------------------------------------------------------------
 1     60.208 | Anonymous                      | Кольцо
 2      1.047 | Anonymous                      | Кольцо 2 Возвращение серого властелина
 3      0.985 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
 4      0.444 | Лоренциано                     | My Little Assuming Control или Шаловливые ручонки Шепарда
 5      0.274 | Drakon_ST                      | Дракон из паралельного мира 2 0
 6      0.257 | shadowiq                       | Новое начало
 7      0.246 | Moonwhisper                    | Вторая Жизнь том третий примирение с настоящим
 8      0.239 | T 80U                          | Эквестрия 84
 9      0.222 | Dim                            | Сказка о том как умирают города государства
10      0.218 | LIZARMEN                       | АМК агентство магических катастроф
11      0.217 | Dim                            | Planescape сказка о леди и рыцаре
12      0.212 | Fracture                       | Стражи Эквестрии 1 Эпизод V Конец Цикла
13      0.203 | Stamerly Wings                 | The Day When I Found My Phobies
14      0.199 | MaitreSerge                    | Окно в Эквестрию
15      0.192 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
16      0.183 | lividus                        | Сегодня они проснулись не в себе
17      0.166 | Reальный пониSkuльптор         | Брони скульптор реальности
18      0.165 | GorMITYA                       | Проклятый
19       0.16 | Deus ex Delirium               | Последний древний
20       0.16 | Anonymous                      | Fallout Long Road to Home
# ----------------------------------------------------------------------------
#  66 / 215 Pesn_Solntsa_i_Luny_Chyornyy_Kristall.fb2
# ----------------------------------------------------------------------------
 1     50.013 | MadIVIax                       | Песнь Солнца и Луны Чёрный Кристалл
 2      0.379 | niklaykin                      | Извилистый путь
 3       0.35 | Krelkin                        | Технологические артефакты
 4      0.343 | Дрэкэнг_В_В                    | Обман
 5      0.295 | Miku                           | Иная Эквестрия Чёрное и белое
 6      0.249 | Дарий                          | Война трех знамен
 7      0.228 | sasha4                         | Темная и Белая жизнь Пробуждение силы
 8      0.219 | Violetmoon                     | Золотое солнышко
 9      0.204 | MaitreSerge                    | Окно в Эквестрию
10      0.186 | Disen                          | Время любви
11      0.181 | В облаках пушистых лапки       | Город на цепи
12      0.177 | Золотой камень                 | В две нитки
13      0.174 | VIM                            | Влекомые роком
14      0.171 | Eriol                          | Властелин Колец Содружество это магия
15      0.169 | sasha4                         | Темная и Белая жизнь
16      0.167 | Angelripper                    | Меткостиратели
17      0.165 | Avrelia                        | Родные земли
18      0.148 | Нестеров                       | Ученик и Мастер Акт первый Змея на пороге дома
19      0.147 | Лоренциано                     | Необычное Задание или BlackWood не трогай пони
20      0.145 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
# ----------------------------------------------------------------------------
#  67 / 215 Veter_Vremen.fb2
# ----------------------------------------------------------------------------
 1     41.607 | brothergabriel                 | Ветер Времен
 2      1.176 | DarkKnight                     | Город Тысячи Мостов
 3      0.754 | brothergabriel                 | Безвестные Жертвы
 4      0.538 | brothergabriel                 | Повелители Жизни
 5      0.345 | Дарий                          | Война трех знамен
 6      0.332 | niklaykin                      | Извилистый путь
 7      0.273 | Лесси Форест                   | Хроники Роя
 8      0.265 | Disen                          | Время любви
 9      0.216 | Alex Unknown                   | Хроники одного гвардейца
10      0.212 | Dim                            | Сказка о том как умирают города государства
11      0.209 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
12      0.205 | Artes Septim                   | Тень падших
13      0.205 | r4zorl1cht                     | Безотцовщина
14      0.202 | T 80U                          | Эквестрия 84
15        0.2 | KleVeR                         | Киберпони
16      0.198 | grevtsev                       | Чужеземец
17      0.197 | VIM                            | Влекомые роком
18      0.195 | Orc01                          | Спроси пустыню
19      0.192 | Violetmoon                     | Золотое солнышко
20      0.186 | Eriol                          | Властелин Колец Содружество это магия
# ----------------------------------------------------------------------------
#  68 / 215 Tannis.fb2
# ----------------------------------------------------------------------------
 1     40.281 | LeoFox                         | Tannis
 2      0.412 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
 3      0.383 | shadow478                      | Лицо под маской
 4      0.353 | Dozornui                       | Траектория падения
 5      0.339 | Ksavir                         | Звёздные сети
 6      0.328 | Reальный пониSkuльптор         | Брони скульптор реальности
 7      0.318 | Avrelia                        | Родные земли
 8      0.313 | LIZARMEN                       | АМК агентство магических катастроф
 9      0.306 | FaysT                          | Падение во тьму
10      0.297 | shadowiq                       | Новое начало
11      0.294 | Bf109                          | Авиация Эквестрии
12      0.292 | PyatsotChetverty               | My little Sniper Объект 504
13      0.291 | chelovekbeznika                | Чёрная метель
14      0.276 | FudzySparkle                   | Посланник в Эквестрии
15      0.273 | kasket                         | ЧМ Повседневность
16      0.271 | DarkKnight                     | Город Тысячи Мостов
17       0.26 | lividus                        | Сегодня они проснулись не в себе
18      0.255 | Miku                           | Иная Эквестрия Чёрное и белое
19      0.251 | Dor 3                          | Флаттершай в мэры
20      0.248 | grevtsev                       | Чужеземец
# ----------------------------------------------------------------------------
#  69 / 215 Planescape_skazka_o_ternistom_puti_na_vershinu.fb2
# ----------------------------------------------------------------------------
 1      33.26 | Dim                            | Planescape сказка о тернистом пути на вершину
 2      4.476 | Dim                            | Planescape сказка о приключенцах
 3      3.005 | Dim                            | Planescape сказка о планарном отпуске
 4       2.81 | Dim                            | Planescape сказка о леди и рыцаре
 5      2.184 | Dim                            | Planescape сказка о Бестолочи
 6      0.431 | Dim                            | Сказка о павших божествах
 7      0.363 | lfrag17                        | DOOM Эквестрия Том 1 Железный коготь
 8      0.259 | Dim                            | Сказка о пути к Истине
 9      0.248 | niklaykin                      | Извилистый путь
10      0.234 | Violetmoon                     | Золотое солнышко
11      0.224 | Dim                            | Сказка о том как умирают города государства
12      0.221 | Dim                            | Сказка о Последнем Походе
13      0.215 | Dim                            | Сказка о новом Понивилле
14      0.209 | Золотой камень                 | Сборник омегаверс драбблов
15      0.205 | Eriol                          | Властелин Колец Содружество это магия
16      0.192 | MaitreSerge                    | Окно в Эквестрию
17      0.192 | axsel_1995                     | Затмение II Пламенное сердце
18      0.184 | Дарий                          | Война трех знамен
19      0.177 | lividus                        | Сегодня они проснулись не в себе
20      0.174 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
# ----------------------------------------------------------------------------
#  70 / 215 Metkostirateli.fb2
# ----------------------------------------------------------------------------
 1     48.289 | Angelripper                    | Меткостиратели
 2      0.514 | Alex Unknown                   | Хроники одного гвардейца
 3       0.33 | Nox                            | Тяга к знаниям
 4      0.326 | В облаках пушистых лапки       | Город на цепи
 5      0.298 | nightdragone                   | Небольшая зарисовка из жизни Эквестрии
 6      0.292 | DarkKnight                     | Сломанная Игрушка
 7      0.252 | Romuald                        | Сказки небесного домика
 8      0.211 | RusStarik                      | Добро пожаловать и до свидания
 9      0.203 | MaitreSerge                    | Окно в Эквестрию
10      0.199 | grevtsev                       | Чужеземец
11      0.197 | Bf109                          | Авиация Эквестрии
12      0.195 | Золотой камень                 | Одна под безмолвным небом
13      0.186 | Дарий                          | Война трех знамен
14      0.186 | Furry                          | Магистика
15      0.184 | Acco                           | Единая Эквестрия
16      0.171 | Золотой камень                 | Сборник омегаверс драбблов
17      0.163 | Hamuro                         | История сталкера в Fo E История I
18       0.14 | Odd Meat                       | Жидкая тьма
19      0.132 | Anonymous                      | Fallout Long Road to Home
20      0.121 | Т 90А                          | Призраки иного мира
# ----------------------------------------------------------------------------
#  71 / 215 Tyaga_k_znaniyam.fb2
# ----------------------------------------------------------------------------
 1     37.345 | Nox                            | Тяга к знаниям
 2      0.801 | Alex Unknown                   | Хроники одного гвардейца
 3      0.732 | Золотой камень                 | Сборник омегаверс драбблов
 4       0.67 | Bf109                          | Авиация Эквестрии
 5      0.583 | nightdragone                   | Небольшая зарисовка из жизни Эквестрии
 6      0.553 | Legion2709                     | Ласковый дождь
 7      0.429 | Золотой камень                 | Одна под безмолвным небом
 8      0.412 | Acco                           | Единая Эквестрия
 9      0.362 | Хризолит                       | Эпоха полночных кошмаров
10      0.346 | Хеллфайр Файр                  | Fallout Equestria Виват Литтлпип
11      0.313 | Romuald                        | Сказки небесного домика
12      0.301 | Eriol                          | Властелин Колец Содружество это магия
13      0.288 | Powerful Darkness              | Кровь Пар Сталь
14      0.287 | Legion2709                     | Рождение спасительницы
15      0.271 | Dor 3                          | Флаттершай в мэры
16      0.268 | Orc01                          | Спроси пустыню
17      0.257 | Dim                            | Сказка о новом Понивилле
18      0.229 | Лесси Форест                   | Хроники Роя
19      0.227 | Angelripper                    | Меткостиратели
20      0.226 | DarkKnight                     | Солнце в рюкзаке
# ----------------------------------------------------------------------------
#  72 / 215 Mi.fb2
# ----------------------------------------------------------------------------
 1     48.173 | Lotsel                         | Ми
 2      0.626 | Lotsel                         | Дело 147
 3      0.579 | Dor 3                          | Флаттершай в мэры
 4      0.402 | Powerful Darkness              | Кровь Пар Сталь
 5      0.364 | MaitreSerge                    | Окно в Эквестрию
 6      0.343 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
 7      0.331 | Bf109                          | Авиация Эквестрии
 8      0.306 | Drakon_ST_                     | Дракон из паралельного мира
 9      0.278 | grevtsev                       | Чужеземец
10      0.268 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
11      0.256 | StunningBubble                 | Кабанеро
12      0.247 | DarkKnight                     | Город Тысячи Мостов
13      0.243 | TopT                           | Понь бледный
14      0.241 | Inok 9                         | Огненные крылья
15      0.237 | T 80U                          | Эквестрия 84
16      0.236 | Acco                           | Единая Эквестрия
17      0.233 | niklaykin                      | Извилистый путь
18      0.219 | viperserj                      | Игра без счета
19      0.212 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
20      0.206 | Orc01                          | Спроси пустыню
# ----------------------------------------------------------------------------
#  73 / 215 AMK_agentstvo_magicheskikh_katastrof.fb2
# ----------------------------------------------------------------------------
 1     52.587 | LIZARMEN                       | АМК агентство магических катастроф
 2      0.782 | Lotsel                         | Дело 147
 3      0.463 | lezvion                        | Fallout Equestria Тени Анклава
 4      0.231 | Dim                            | Сказка о том как умирают города государства
 5      0.203 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
 6      0.192 | Dozornui                       | FO E Схватка в Разломе
 7      0.178 | pEqAkToP                       | Fallout Equestria Time Turner
 8      0.163 | Avrelia                        | Родные земли
 9      0.163 | Dozornui                       | Траектория падения
10      0.159 | Аська_Видт                     | Шанс
11      0.152 | Dor 3                          | Флаттершай в мэры
12      0.152 | defklo                         | Fallout Equestria Frozen Shores
13      0.148 | В облаках пушистых лапки       | Город на цепи
14      0.145 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
15      0.144 | Золотой камень                 | Сборник омегаверс драбблов
16      0.143 | Dim                            | Сказка о новом Понивилле
17      0.143 | Disen                          | Время любви
18      0.138 | Alex Unknown                   | Хроники одного гвардейца
19      0.138 | niklaykin                      | Извилистый путь
20      0.126 | Drakon_ST                      | Дракон из паралельного мира 2 0
# ----------------------------------------------------------------------------
#  74 / 215 Samoe_Zavetnoe_Zhelanie.fb2
# ----------------------------------------------------------------------------
 1     35.372 | HerbSmoker                     | Самое Заветное Желание
 2        1.3 | HerbSmoker                     | Радужный анабасис
 3      0.509 | Pixel_Buster                   | Элементы дружбы
 4      0.497 | Золотой камень                 | Сборник омегаверс драбблов
 5      0.418 | FudzySparkle                   | Посланник в Эквестрии
 6      0.388 | В облаках пушистых лапки       | Город на цепи
 7      0.371 | DarkKnight                     | Город Тысячи Мостов
 8      0.358 | kasket                         | ЧМ Повседневность
 9      0.354 | lividus                        | Сегодня они проснулись не в себе
10      0.343 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
11      0.342 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
12       0.33 | Золотой камень                 | Одна под безмолвным небом
13      0.329 | Acco                           | Единая Эквестрия
14       0.32 | PyatsotChetverty               | My little Sniper Объект 504
15      0.319 | Deus ex Delirium               | Последний древний
16      0.314 | shadowiq                       | Новое начало
17      0.306 | niklaykin                      | Извилистый путь
18      0.298 | Хеллфайр Файр                  | Fallout Equestria Виват Литтлпип
19      0.289 | chelovekbeznika                | Чёрная метель
20      0.284 | grevtsev                       | Чужеземец
# ----------------------------------------------------------------------------
#  75 / 215 Skazka_o_puti_k_Istine.fb2
# ----------------------------------------------------------------------------
 1     31.669 | Dim                            | Сказка о пути к Истине
 2      2.863 | Dim                            | Сказка о новом Понивилле
 3      1.702 | Dim                            | Сказка о павших божествах
 4      1.327 | Dim                            | Сказка о том как умирают города государства
 5      1.229 | Dim                            | Сказка о славном городе Троттингем
 6      1.063 | Dim                            | Сказка о Последнем Походе
 7      0.969 | Dim                            | Planescape сказка о Бестолочи
 8      0.768 | Dim                            | Planescape сказка о планарном отпуске
 9      0.748 | Dim                            | Planescape сказка о леди и рыцаре
10      0.725 | Dim                            | Planescape сказка о приключенцах
11      0.643 | Dim                            | Planescape сказка о тернистом пути на вершину
12      0.626 | RusStarik                      | Добро пожаловать и до свидания
13      0.521 | Avrelia                        | Родные земли
14       0.47 | lfrag17                        | DOOM Эквестрия Том 1 Железный коготь
15      0.308 | Powerful Darkness              | Кровь Пар Сталь
16      0.299 | Лоренциано                     | My Little Assuming Control или Шаловливые ручонки Шепарда
17      0.298 | Krelkin                        | Кандран
18      0.263 | viperserj                      | Игра без счета
19      0.242 | niklaykin                      | Извилистый путь
20      0.234 | T 80U                          | Эквестрия 84
# ----------------------------------------------------------------------------
#  76 / 215 Obman.fb2
# ----------------------------------------------------------------------------
 1     54.372 | Дрэкэнг_В_В                    | Обман
 2      0.482 | Krelkin                        | Обратная сторона медали
 3      0.417 | niklaykin                      | Извилистый путь
 4      0.393 | Dim                            | Сказка о том как умирают города государства
 5      0.382 | Дарий                          | Война трех знамен
 6      0.266 | MadIVIax                       | Песнь Солнца и Луны Чёрный Кристалл
 7      0.221 | DarkKnight                     | Радужный Рыцарь
 8      0.212 | Дарий                          | Власть одного
 9      0.208 | sasha4                         | Темная и Белая жизнь Пробуждение силы
10      0.202 | nightdragone                   | Защитник
11      0.199 | KleVeR                         | Киберпони
12      0.197 | Лесси Форест                   | Хроники Роя
13      0.196 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
14      0.195 | Eriol                          | Властелин Колец Содружество это магия
15      0.186 | Нестеров                       | Ученик и Мастер Акт первый Змея на пороге дома
16      0.182 | Аська_Видт                     | Шанс
17      0.177 | RusStarik                      | Добро пожаловать и до свидания
18      0.176 | Acco                           | Единая Эквестрия
19      0.174 | PyatsotChetverty               | My little Sniper Объект 504
20      0.168 | devkv                          | Теория хаоса
# ----------------------------------------------------------------------------
#  77 / 215 Dyzhina_Bellatora.fb2
# ----------------------------------------------------------------------------
 1     43.409 | Jodi Redlot                    | Дюжина Беллатора
 2      1.006 | Odd Meat                       | Жидкая тьма
 3      0.719 | Acco                           | Единая Эквестрия
 4      0.664 | RusStarik                      | Добро пожаловать и до свидания
 5      0.544 | shadowiq                       | Новое начало
 6      0.504 | Avrelia                        | Родные земли
 7      0.481 | DarkKnight                     | Город Тысячи Мостов
 8      0.453 | В облаках пушистых лапки       | Город на цепи
 9      0.439 | Золотой камень                 | Одна под безмолвным небом
10      0.404 | BlaadwinDufo                   | Девочка и Королева
11      0.395 | DarkKnight                     | Солнце в рюкзаке
12      0.338 | shadow478                      | Лицо под маской
13      0.334 | FudzySparkle                   | Посланник в Эквестрии
14      0.324 | sasha4                         | Темная и Белая жизнь Пробуждение силы
15       0.31 | Deus ex Delirium               | Последний древний
16      0.308 | chelovekbeznika                | Чёрная метель
17        0.3 | DarkKnight                     | Радужный Рыцарь
18      0.295 | snow-of-changes.txt            | snow-of-changes.txt
19      0.291 | Bf109                          | Авиация Эквестрии
20      0.282 | Miku                           | Иная Эквестрия Чёрное и белое
# ----------------------------------------------------------------------------
#  78 / 215 Kandran.fb2
# ----------------------------------------------------------------------------
 1     53.607 | Krelkin                        | Кандран
 2      1.408 | Krelkin                        | Обратная сторона медали
 3      0.682 | Krelkin                        | Технологические артефакты
 4      0.502 | Ksavir                         | Звёздные сети
 5       0.48 | Krelkin                        | Идолы и Боги
 6      0.407 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
 7      0.341 | Inok 9                         | Огненные крылья
 8      0.292 | LIZARMEN                       | АМК агентство магических катастроф
 9      0.257 | niklaykin                      | Завершение стэйблриджских хроник
10      0.225 | r4zorl1cht                     | Безотцовщина
11      0.216 | sasha4                         | Темная и Белая жизнь Пробуждение силы
12      0.212 | Дарий                          | Война трех знамен
13      0.205 | Дрэкэнг_В_В                    | Обман
14      0.186 | Золотой камень                 | Одна под безмолвным небом
15      0.178 | MadIVIax                       | Песнь Солнца и Луны Чёрный Кристалл
16      0.177 | Dim                            | Сказка о том как умирают города государства
17      0.171 | niklaykin                      | Извилистый путь
18       0.17 | Золотой камень                 | Дьявольский зной
19      0.167 | Дарий                          | Власть одного
20      0.166 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
# ----------------------------------------------------------------------------
#  79 / 215 Stal_nye_kryl_ya.fb2
# ----------------------------------------------------------------------------
 1     32.789 | Gedzerath                      | Стальные крылья
 2      0.425 | grevtsev                       | Чужеземец
 3      0.397 | Gedzerath                      | Стальные крылья рождение Легиона
 4      0.396 | Золотой камень                 | Сборник омегаверс драбблов
 5      0.395 | Pixel_Buster                   | Элементы дружбы
 6      0.369 | Angelripper                    | Меткостиратели
 7       0.34 | Золотой камень                 | Одна под безмолвным небом
 8      0.333 | Deus ex Delirium               | Последний древний
 9       0.33 | Лесси Форест                   | Хроники Роя
10      0.322 | Хеллфайр Файр                  | Fallout Equestria Виват Литтлпип
11      0.322 | Moonwhisper                    | Вторая Жизнь том третий примирение с настоящим
12       0.32 | deep                           | Полярная повесть
13      0.316 | Лайри Гепард                   | Восход Луны
14      0.315 | T 80U                          | Эквестрия 84
15       0.31 | Powerful Darkness              | Кровь Пар Сталь
16      0.281 | Violetmoon                     | Золотое солнышко
17      0.276 | snow-of-changes.txt            | snow-of-changes.txt
18      0.274 | kasket                         | ЧМ Повседневность
19      0.274 | defklo                         | Fallout Equestria Frozen Shores
20      0.273 | VIM                            | Влекомые роком
# ----------------------------------------------------------------------------
#  80 / 215 Strannik.fb2
# ----------------------------------------------------------------------------
 1     32.799 | Holdys                         | Странник
 2      0.475 | Дарий                          | Война трех знамен
 3      0.466 | В облаках пушистых лапки       | Город на цепи
 4      0.417 | sasha4                         | Темная и Белая жизнь Пробуждение силы
 5       0.37 | Anonymous                      | Fallout Long Road to Home
 6      0.362 | Hamuro                         | История сталкера в Fo E История I
 7      0.353 | MrKartofelnayaOchistka         | Странник Путешествие второе Между мирами
 8       0.34 | Isaac                          | Оттенки красного
